Päivämäärä;Auroransilta;Eteläesplanadi;Huopalahti (asema);Kaisaniemi/Eläintarhanlahti;Kaivokatu;Kulosaaren silta et.;Kulosaaren silta po. ;Kuusisaarentie;Käpylä - Pohjoisbaana;Lauttasaaren silta eteläpuoli;Merikannontie;Munkkiniemen silta eteläpuoli;Munkkiniemi silta pohjoispuoli;Heperian puisto/Ooppera;Pitkäsilta itäpuoli;Pitkäsilta länsipuoli;Lauttasaaren silta pohjoispuoli;Ratapihantie;Viikintie;Baana
ke 20 marras 2019 22:00;8;12;7;20;23;6;9;6;9;27;12;9;5;47;21;17;0;12;;30
ke 20 marras 2019 23:00;2;9;5;4;14;2;5;2;6;12;2;4;3;19;12;22;0;13;;22
to 21 marras 2019 00:00;0;6;3;4;5;1;2;2;1;5;1;2;0;11;9;9;0;2;;6
to 21 marras 2019 01:00;1;1;3;1;5;1;1;1;0;4;2;2;2;6;6;7;0;1;;4
to 21 marras 2019 02:00;0;3;0;1;0;0;2;0;0;0;2;0;1;0;1;1;0;1;;1
to 21 marras 2019 03:00;0;0;1;0;2;1;1;1;0;3;0;1;0;1;2;0;0;0;;2
to 21 marras 2019 04:00;1;1;8;1;4;1;7;2;1;0;0;2;1;1;5;4;0;3;;4
to 21 marras 2019 05:00;6;4;22;8;6;1;13;5;11;12;6;4;2;4;5;4;0;16;;12
to 21 marras 2019 06:00;25;13;60;28;35;9;54;22;50;80;43;40;17;32;28;6;0;65;;80
to 21 marras 2019 07:00;118;46;150;97;76;41;129;80;115;199;129;127;45;107;70;22;0;158;;162
to 21 marras 2019 08:00;196;89;192;145;168;48;159;138;101;331;172;165;53;249;118;41;0;193;;330
to 21 marras 2019 09:00;79;86;77;69;127;23;79;75;49;171;82;92;26;220;93;28;0;91;;197
to 21 marras 2019 10:00;31;36;31;37;75;12;28;23;24;64;42;40;15;117;51;28;0;47;;97
to 21 marras 2019 11:00;23;38;23;35;76;15;20;26;26;71;27;30;22;75;54;20;0;41;;81
to 21 marras 2019 12:00;36;47;24;42;83;6;27;23;20;57;45;36;25;79;61;26;0;32;;72
to 21 marras 2019 13:00;30;50;35;35;74;10;31;18;27;73;35;28;21;81;49;20;0;35;;80
to 21 marras 2019 14:00;33;46;47;47;90;15;46;20;37;79;47;37;17;95;64;33;0;65;;98
to 21 marras 2019 15:00;85;83;101;94;141;30;86;61;75;163;112;91;61;131;113;40;0;121;;161
to 21 marras 2019 16:00;141;109;161;142;198;44;122;107;105;276;133;131;68;232;134;48;0;193;;253
to 21 marras 2019 17:00;100;98;122;122;198;41;106;60;98;285;117;89;48;207;132;38;0;124;;245
to 21 marras 2019 18:00;72;75;75;76;136;26;55;45;63;143;68;74;23;191;97;30;0;75;;174
to 21 marras 2019 19:00;44;41;38;48;94;15;45;18;32;119;46;41;24;127;80;23;0;51;;98
to 21 marras 2019 20:00;28;27;37;24;73;10;29;22;18;66;48;32;16;64;38;19;0;47;;81
to 21 marras 2019 21:00;15;23;19;32;39;7;33;14;28;48;22;20;26;57;34;19;0;47;;57
to 21 marras 2019 22:00;4;8;17;12;33;2;11;10;6;28;19;12;8;32;24;9;0;19;;32
to 21 marras 2019 23:00;4;4;2;3;16;4;9;2;1;8;4;5;1;14;10;6;0;6;;10
pe 22 marras 2019 00:00;1;6;1;8;12;2;3;1;4;7;1;2;0;10;8;5;0;2;;6
pe 22 marras 2019 01:00;0;3;1;3;5;1;4;0;0;3;0;2;1;4;4;4;0;4;;5
pe 22 marras 2019 02:00;0;4;1;0;4;0;2;0;1;2;0;1;0;2;3;4;0;0;;3
pe 22 marras 2019 03:00;0;0;1;1;0;1;1;0;1;2;0;0;0;3;3;0;0;1;;1
pe 22 marras 2019 04:00;0;1;6;1;1;2;3;2;0;0;1;1;0;0;0;3;0;6;;3
pe 22 marras 2019 05:00;1;3;17;5;4;3;12;1;7;15;2;3;3;3;7;3;0;11;;13
pe 22 marras 2019 06:00;15;16;53;24;30;13;48;20;39;60;32;35;16;26;25;2;0;55;;69
pe 22 marras 2019 07:00;77;43;101;66;80;25;101;58;100;143;89;101;48;89;40;19;0;145;;143
pe 22 marras 2019 08:00;114;71;138;110;150;36;95;84;75;271;131;114;49;184;92;25;0;148;;246
pe 22 marras 2019 09:00;61;63;60;60;102;19;50;52;34;139;62;61;29;157;60;29;0;65;;150
pe 22 marras 2019 10:00;27;28;15;36;68;11;28;15;14;70;28;14;13;82;43;31;0;29;;68
pe 22 marras 2019 11:00;24;38;25;30;65;17;28;14;22;68;24;28;17;58;61;20;0;42;;62
pe 22 marras 2019 12:00;20;39;28;34;80;11;28;21;20;81;32;22;14;59;52;34;0;37;;68
pe 22 marras 2019 13:00;26;54;29;36;82;6;31;13;13;73;32;27;19;77;47;37;0;39;;85
pe 22 marras 2019 14:00;35;51;45;48;114;17;45;23;40;69;37;40;33;73;72;30;0;62;;91
pe 22 marras 2019 15:00;65;66;92;68;126;24;73;53;67;131;89;78;58;119;101;23;0;104;;148
pe 22 marras 2019 16:00;97;84;108;103;151;29;100;61;80;212;103;111;56;176;119;33;0;140;;208
pe 22 marras 2019 17:00;67;78;75;68;127;35;56;49;40;172;83;70;35;158;95;32;0;69;;158
pe 22 marras 2019 18:00;31;44;37;28;88;14;42;21;36;110;45;42;21;100;65;36;0;45;;123
pe 22 marras 2019 19:00;12;32;18;32;61;8;26;18;29;63;31;16;16;64;30;10;0;34;;40
pe 22 marras 2019 20:00;9;21;14;19;51;1;33;7;13;51;29;25;10;54;30;15;0;28;;52
pe 22 marras 2019 21:00;6;22;15;15;33;3;16;5;10;38;15;19;10;33;19;14;0;22;;36
pe 22 marras 2019 22:00;3;9;11;12;27;3;11;7;8;35;9;12;6;30;20;10;0;14;;22
pe 22 marras 2019 23:00;3;10;7;15;22;3;6;1;5;19;3;7;4;19;18;12;0;8;;24
la 23 marras 2019 00:00;7;9;5;9;12;3;7;3;4;12;2;5;1;16;8;16;0;8;;15
la 23 marras 2019 01:00;1;4;2;3;18;5;4;1;1;14;1;3;2;6;7;17;0;4;;14
la 23 marras 2019 02:00;0;2;3;2;7;1;3;0;1;7;1;0;1;6;5;9;0;1;;7
la 23 marras 2019 03:00;1;2;2;2;7;1;6;4;0;6;1;4;1;5;4;4;0;1;;8
la 23 marras 2019 04:00;0;1;0;1;4;1;1;0;2;3;0;0;1;0;3;3;0;1;;5
la 23 marras 2019 05:00;1;0;2;2;4;0;2;0;2;8;0;0;1;5;3;1;0;4;;3
la 23 marras 2019 06:00;0;2;7;1;3;3;4;2;3;5;8;9;5;4;0;1;0;7;;3
la 23 marras 2019 07:00;2;3;11;4;11;1;7;0;9;11;8;4;8;10;5;3;0;13;;12
la 23 marras 2019 08:00;6;2;7;4;12;3;8;7;5;18;13;11;8;11;11;11;0;13;;18
la 23 marras 2019 09:00;11;24;15;16;26;5;21;9;15;49;14;13;7;20;16;12;0;19;;44
la 23 marras 2019 10:00;24;18;20;22;37;4;20;10;18;43;33;19;10;37;31;15;0;24;;46
la 23 marras 2019 11:00;25;30;24;19;47;7;26;13;24;86;41;19;27;44;32;33;0;28;;37
la 23 marras 2019 12:00;43;34;27;19;75;5;28;16;14;100;33;18;23;70;29;25;0;31;;62
la 23 marras 2019 13:00;38;27;19;26;58;6;32;28;21;88;50;29;24;89;38;28;0;29;;63
la 23 marras 2019 14:00;38;27;22;35;86;9;35;26;12;106;40;31;19;83;39;34;0;26;;74
la 23 marras 2019 15:00;24;47;26;30;85;12;34;23;20;78;41;27;17;83;46;30;0;31;;55
la 23 marras 2019 16:00;20;29;20;27;63;6;30;12;9;67;26;28;19;50;35;20;0;24;;52
la 23 marras 2019 17:00;18;18;13;19;40;7;16;12;13;70;21;18;9;49;24;16;0;14;;41
la 23 marras 2019 18:00;13;14;16;23;44;3;9;10;12;58;19;15;8;49;26;11;0;16;;44
la 23 marras 2019 19:00;8;18;11;19;40;8;17;6;17;31;9;5;14;36;26;13;0;18;;28
la 23 marras 2019 20:00;6;19;16;14;32;1;17;8;12;31;11;13;8;37;23;21;0;23;;23
la 23 marras 2019 21:00;6;15;8;6;21;4;3;4;6;19;14;12;8;22;16;15;0;12;;22
la 23 marras 2019 22:00;10;9;5;10;19;2;8;4;8;13;10;5;3;12;11;8;0;7;;15
la 23 marras 2019 23:00;3;13;4;8;27;2;4;2;0;14;4;4;6;16;12;7;0;3;;18
su 24 marras 2019 00:00;1;7;1;5;8;5;3;4;6;5;5;2;2;9;10;6;0;8;;5
su 24 marras 2019 01:00;2;6;2;3;7;1;5;3;3;7;2;2;0;10;3;8;0;8;;14
su 24 marras 2019 02:00;1;1;0;6;10;0;3;1;2;6;2;5;0;6;15;11;0;2;;13
su 24 marras 2019 03:00;2;2;0;3;7;0;4;0;1;3;0;0;1;4;4;6;0;2;;6
su 24 marras 2019 04:00;0;3;0;0;5;0;0;0;0;1;0;1;1;4;0;14;0;0;;8
su 24 marras 2019 05:00;0;3;2;0;0;0;0;0;0;1;0;0;0;4;4;0;0;1;;3
su 24 marras 2019 06:00;1;1;4;2;4;0;5;3;2;2;6;6;6;1;1;3;0;4;;2
su 24 marras 2019 07:00;3;6;3;2;11;1;7;3;4;9;7;8;5;5;3;1;0;9;;9
su 24 marras 2019 08:00;6;2;9;2;5;3;4;10;1;5;13;13;6;4;1;4;0;7;;11
su 24 marras 2019 09:00;11;5;22;9;15;2;11;5;1;30;11;11;6;22;10;3;0;12;;18
su 24 marras 2019 10:00;27;13;18;20;25;5;16;12;8;44;18;19;14;33;24;13;0;16;;36
su 24 marras 2019 11:00;15;17;21;7;33;10;33;17;10;70;42;22;20;39;25;15;0;20;;40
su 24 marras 2019 12:00;41;26;27;25;51;11;38;28;22;119;48;31;28;52;33;27;0;20;;68
su 24 marras 2019 13:00;46;28;28;17;53;13;17;34;26;93;68;28;27;65;43;24;0;23;;83
su 24 marras 2019 14:00;38;33;31;29;64;9;45;29;21;91;61;26;30;74;49;31;0;26;;73
su 24 marras 2019 15:00;38;37;31;30;83;5;35;16;20;111;50;37;23;69;52;38;0;31;;69
su 24 marras 2019 16:00;18;35;22;27;68;5;22;13;25;79;43;27;29;66;30;25;0;37;;73
su 24 marras 2019 17:00;21;18;23;23;52;9;21;13;13;56;24;27;15;62;25;19;0;16;;57
su 24 marras 2019 18:00;21;17;18;8;32;4;24;8;23;51;23;17;18;43;27;8;0;17;;42
su 24 marras 2019 19:00;12;9;17;12;32;6;12;10;13;33;29;14;15;25;18;9;0;18;;35
su 24 marras 2019 20:00;9;14;13;9;24;5;19;4;6;28;15;11;19;24;23;12;0;19;;24
su 24 marras 2019 21:00;4;8;9;7;14;3;14;2;9;14;9;6;2;11;10;2;0;12;;20
su 24 marras 2019 22:00;2;0;2;3;9;1;4;1;1;3;7;3;1;11;14;5;0;3;;12
su 24 marras 2019 23:00;2;3;0;2;4;0;3;1;3;11;4;4;1;4;1;2;0;5;;4
ma 25 marras 2019 00:00;1;4;1;1;3;0;1;1;0;2;0;4;1;1;3;2;0;0;;3
ma 25 marras 2019 01:00;0;1;1;1;2;0;1;1;0;2;0;1;0;0;3;0;0;1;;3
ma 25 marras 2019 02:00;1;2;0;0;0;0;1;0;0;2;0;0;0;1;1;0;0;0;;0
ma 25 marras 2019 03:00;0;0;1;3;2;0;0;0;0;1;2;0;1;0;0;4;0;0;;1
ma 25 marras 2019 04:00;0;0;5;0;2;1;3;1;2;2;0;0;0;2;1;0;0;8;;4
ma 25 marras 2019 05:00;8;4;19;9;6;7;15;8;19;15;7;9;3;8;10;2;0;18;;20
ma 25 marras 2019 06:00;30;18;81;30;38;20;76;31;70;77;45;54;23;46;30;7;0;79;;80
ma 25 marras 2019 07:00;148;45;181;93;113;64;169;106;146;246;177;195;71;151;86;19;0;184;;217
ma 25 marras 2019 08:00;269;122;219;192;223;89;211;184;181;434;202;225;75;306;150;48;0;286;;365
ma 25 marras 2019 09:00;119;72;87;124;123;25;96;105;62;220;95;117;38;233;116;30;0;105;;214
ma 25 marras 2019 10:00;25;30;30;43;80;13;46;29;27;67;48;43;16;100;69;27;0;34;;82
ma 25 marras 2019 11:00;34;38;26;39;72;4;58;30;27;68;36;33;27;71;60;17;0;49;;70
ma 25 marras 2019 12:00;29;28;27;33;104;13;31;23;18;69;33;31;16;65;66;29;0;31;;70
ma 25 marras 2019 13:00;33;37;40;41;94;9;33;28;27;77;40;30;33;74;57;27;0;45;;87
ma 25 marras 2019 14:00;31;44;50;57;111;19;62;49;35;88;53;54;25;88;90;26;0;63;;87
ma 25 marras 2019 15:00;89;80;110;94;160;36;109;81;102;206;125;98;79;145;125;49;0;157;;205
ma 25 marras 2019 16:00;182;100;180;161;212;46;164;142;144;333;213;189;96;257;174;43;0;222;;322
ma 25 marras 2019 17:00;178;136;166;150;221;69;109;99;113;293;157;141;72;305;182;37;0;159;;266
ma 25 marras 2019 18:00;91;66;94;64;142;25;92;55;83;222;112;111;35;168;130;26;0;88;;179
ma 25 marras 2019 19:00;41;45;40;47;82;22;66;22;46;113;76;52;20;136;73;20;0;59;;103
ma 25 marras 2019 20:00;24;23;31;40;51;15;34;26;38;96;55;39;30;101;52;10;0;52;;28
ma 25 marras 2019 21:00;22;11;22;15;45;10;25;21;22;52;41;39;17;58;38;9;0;26;;60
ma 25 marras 2019 22:00;11;1;4;6;16;2;14;8;8;15;7;7;7;29;9;4;0;13;;16
ma 25 marras 2019 23:00;0;6;2;4;9;2;6;2;1;7;2;3;3;12;10;6;0;6;;4
ti 26 marras 2019 00:00;0;0;2;6;4;0;2;3;0;5;0;0;0;4;3;4;0;1;;5
ti 26 marras 2019 01:00;0;2;2;0;2;1;0;0;1;1;0;0;0;0;1;3;0;2;;1
ti 26 marras 2019 02:00;1;0;3;2;1;0;3;0;0;0;0;0;0;1;1;0;0;0;;2
ti 26 marras 2019 03:00;0;0;1;3;2;0;2;0;0;1;0;0;0;1;0;1;0;0;;0
ti 26 marras 2019 04:00;0;1;6;0;2;0;3;1;1;1;0;0;0;2;1;1;0;4;;4
ti 26 marras 2019 05:00;4;3;20;10;5;6;11;2;15;14;7;5;0;6;13;7;0;12;;15
ti 26 marras 2019 06:00;29;17;76;40;30;15;56;14;59;78;43;35;16;34;21;10;0;71;;74
ti 26 marras 2019 07:00;142;43;167;97;91;40;120;72;137;233;123;124;54;129;66;23;0;175;;208
ti 26 marras 2019 08:00;160;112;178;160;187;65;135;124;143;395;166;175;60;248;123;37;0;219;;339
ti 26 marras 2019 09:00;88;59;76;85;113;24;79;66;58;150;70;83;23;228;105;37;0;83;;203
ti 26 marras 2019 10:00;24;41;25;40;92;10;34;23;20;82;42;33;9;81;55;24;0;29;;80
ti 26 marras 2019 11:00;16;34;16;20;78;14;25;27;15;85;38;26;12;61;58;36;0;17;;72
ti 26 marras 2019 12:00;22;44;30;37;85;7;22;17;18;78;31;32;22;77;67;30;0;27;;71
ti 26 marras 2019 13:00;27;46;27;28;78;16;42;19;22;62;27;28;27;70;66;16;0;40;;68
ti 26 marras 2019 14:00;32;56;49;46;88;10;40;26;41;76;39;36;22;77;64;35;0;54;;83
ti 26 marras 2019 15:00;75;73;110;85;115;23;61;52;71;134;95;81;45;133;96;41;0;136;;166
ti 26 marras 2019 16:00;146;128;168;145;209;54;108;101;118;295;155;134;66;224;142;38;0;164;;290
ti 26 marras 2019 17:00;128;89;113;97;161;43;107;78;90;256;105;100;56;252;168;37;0;119;;238
ti 26 marras 2019 18:00;59;61;75;72;128;24;54;27;70;182;73;67;24;165;65;32;0;91;;148
ti 26 marras 2019 19:00;38;40;52;46;86;19;41;13;47;111;57;45;30;97;74;23;0;66;;99
ti 26 marras 2019 20:00;26;32;29;29;58;10;25;17;20;84;39;35;22;67;53;10;0;35;;72
ti 26 marras 2019 21:00;17;19;19;18;36;9;17;13;16;53;32;16;10;53;29;8;0;31;;46
ti 26 marras 2019 22:00;4;9;10;7;15;2;9;4;14;26;13;15;3;25;10;5;0;20;;28
ti 26 marras 2019 23:00;1;11;0;4;7;1;5;2;3;11;2;2;4;17;7;4;0;5;;8
ke 27 marras 2019 00:00;0;1;2;7;4;0;6;3;2;5;1;2;3;6;3;6;0;1;;4
ke 27 marras 2019 01:00;0;0;2;1;2;0;3;0;1;0;1;0;0;1;5;3;0;0;;0
ke 27 marras 2019 02:00;0;0;0;3;2;0;0;0;0;2;0;0;1;0;0;0;0;0;;2
ke 27 marras 2019 03:00;0;0;2;0;2;2;0;0;0;0;0;1;0;2;0;1;0;0;;1
ke 27 marras 2019 04:00;1;1;5;0;0;1;2;1;0;1;0;0;0;1;2;0;0;4;;2
ke 27 marras 2019 05:00;1;2;15;9;5;3;9;2;13;14;7;7;1;6;7;6;0;14;;17
ke 27 marras 2019 06:00;19;19;54;26;34;9;52;14;51;60;39;43;17;33;29;5;0;60;;68
ke 27 marras 2019 07:00;86;34;132;71;71;38;92;50;96;177;106;94;41;78;50;9;0;133;;166
ke 27 marras 2019 08:00;122;80;138;130;139;35;104;78;104;283;146;147;44;1;86;31;0;183;;266
ke 27 marras 2019 09:00;51;63;42;63;115;19;62;45;43;134;82;57;21;24;86;34;0;73;;181
ke 27 marras 2019 10:00;26;34;20;35;68;6;29;18;17;62;31;26;9;66;45;18;0;31;;78
ke 27 marras 2019 11:00;18;24;18;33;53;9;16;12;24;65;27;17;11;47;39;21;0;31;;70
ke 27 marras 2019 12:00;16;31;17;28;46;13;26;11;15;47;26;23;9;46;33;29;0;35;;63
ke 27 marras 2019 13:00;19;30;17;37;88;4;17;12;13;59;19;18;17;57;46;26;0;29;;52
ke 27 marras 2019 14:00;17;22;31;35;77;9;25;15;22;51;27;29;13;47;50;20;0;41;;64
ke 27 marras 2019 15:00;48;43;68;69;102;18;51;45;65;94;69;57;42;86;87;31;0;104;;143
ke 27 marras 2019 16:00;91;84;123;102;160;43;89;54;77;220;124;107;57;173;103;28;0;145;;226
ke 27 marras 2019 17:00;73;67;95;81;132;33;66;39;80;166;100;97;40;176;71;22;0;120;;168
ke 27 marras 2019 18:00;37;52;46;43;99;21;37;18;47;117;60;43;13;119;70;11;0;60;;141
ke 27 marras 2019 19:00;22;27;29;30;52;6;29;11;28;80;37;40;17;78;36;17;0;34;;73
ke 27 marras 2019 20:00;16;23;18;18;45;5;17;8;18;57;31;18;13;57;42;8;0;26;;59
ke 27 marras 2019 21:00;13;13;13;16;25;5;7;8;10;30;26;20;8;54;18;5;0;23;;24
ke 27 marras 2019 22:00;3;6;10;11;19;6;11;1;7;17;9;8;5;20;20;8;0;11;;18
ke 27 marras 2019 23:00;2;8;0;2;10;0;5;3;4;6;0;3;1;12;4;6;0;5;;8
to 28 marras 2019 00:00;1;0;1;2;5;0;3;0;4;8;0;0;0;3;6;4;0;7;;3
to 28 marras 2019 01:00;0;1;1;4;0;0;2;0;3;3;1;1;0;0;1;2;0;2;;1
to 28 marras 2019 02:00;0;0;0;0;2;0;2;0;0;1;0;0;0;4;2;0;0;0;;0
to 28 marras 2019 03:00;0;0;4;0;1;1;1;1;0;2;0;1;0;1;1;0;0;0;;1
to 28 marras 2019 04:00;0;2;4;0;0;0;2;1;0;1;1;0;0;1;2;1;0;5;;3
to 28 marras 2019 05:00;3;2;13;8;2;1;7;1;12;16;6;4;2;4;8;3;0;11;;12
to 28 marras 2019 06:00;15;16;54;26;27;12;32;14;44;50;29;31;20;30;21;7;0;55;;63
to 28 marras 2019 07:00;71;27;113;63;62;22;84;43;97;170;107;91;48;84;36;14;0;141;;140
to 28 marras 2019 08:00;116;82;122;104;137;30;96;77;97;220;108;131;42;195;89;23;0;165;;223
to 28 marras 2019 09:00;50;49;52;61;91;9;49;38;27;100;59;55;19;113;62;30;0;49;;132
to 28 marras 2019 10:00;13;28;8;20;48;6;17;18;12;36;27;18;10;58;17;14;0;22;;58
to 28 marras 2019 11:00;10;22;11;17;34;6;9;8;6;33;21;15;8;38;30;11;0;21;;36
to 28 marras 2019 12:00;12;17;24;24;32;6;11;6;10;23;15;16;8;32;31;12;0;17;;47
to 28 marras 2019 13:00;6;15;20;23;43;5;13;11;13;28;15;20;8;27;24;17;0;24;;27
to 28 marras 2019 14:00;20;17;32;32;35;3;25;9;27;40;21;20;15;53;21;13;0;32;;44
to 28 marras 2019 15:00;54;40;59;57;80;11;43;32;36;99;57;47;28;49;60;17;0;83;;115
to 28 marras 2019 16:00;66;49;98;69;136;23;77;51;61;168;92;106;60;137;89;27;0;123;;181
to 28 marras 2019 17:00;50;79;84;79;107;16;64;44;63;156;81;75;19;126;95;19;0;100;;152
to 28 marras 2019 18:00;36;59;58;42;76;13;29;20;50;105;52;41;18;120;70;13;0;45;;100
to 28 marras 2019 19:00;16;29;26;28;66;10;29;13;18;70;40;23;16;76;48;17;0;40;;73
to 28 marras 2019 20:00;13;16;15;16;40;4;18;7;21;48;19;22;17;50;34;10;0;38;;43
to 28 marras 2019 21:00;19;17;13;15;33;5;15;5;15;38;13;12;12;40;26;3;0;22;;37
to 28 marras 2019 22:00;3;4;11;9;13;2;7;3;2;18;9;10;4;13;12;3;0;10;;17
to 28 marras 2019 23:00;4;3;2;2;6;0;4;3;5;5;6;3;1;13;6;4;0;3;;8
pe 29 marras 2019 00:00;1;4;3;4;3;1;0;0;2;3;0;1;0;2;6;5;0;3;;2
pe 29 marras 2019 01:00;1;2;2;0;2;0;2;1;2;2;0;0;1;9;2;3;0;3;;1
pe 29 marras 2019 02:00;0;2;1;0;3;0;0;1;0;0;0;0;0;4;2;1;0;1;;2
pe 29 marras 2019 03:00;0;0;11;0;3;0;0;0;1;0;1;2;0;4;2;1;0;1;;1
pe 29 marras 2019 04:00;1;2;2;2;1;1;2;1;0;2;0;0;0;0;0;2;0;2;;6
pe 29 marras 2019 05:00;3;3;13;1;5;3;8;1;6;13;7;5;2;7;4;5;0;13;;12
pe 29 marras 2019 06:00;11;10;37;18;22;10;25;11;36;36;28;20;11;18;10;4;0;37;;52
pe 29 marras 2019 07:00;49;33;83;38;54;20;73;34;67;119;87;80;30;60;34;7;0;97;;95
pe 29 marras 2019 08:00;82;54;70;94;96;20;69;61;83;184;80;90;34;126;76;21;0;127;;148
pe 29 marras 2019 09:00;39;47;35;51;79;14;36;30;31;103;56;46;14;109;60;18;0;53;;105
pe 29 marras 2019 10:00;10;23;7;24;56;5;20;11;17;63;27;26;11;70;31;22;0;22;;58
pe 29 marras 2019 11:00;8;24;12;26;57;2;23;11;15;37;18;9;9;46;41;22;0;26;;42
pe 29 marras 2019 12:00;12;27;13;18;48;4;20;7;9;36;17;15;13;36;44;27;0;17;;55
pe 29 marras 2019 13:00;11;19;19;21;56;7;20;10;13;29;19;20;15;45;32;15;0;29;;39
pe 29 marras 2019 14:00;15;39;40;25;45;6;25;12;19;59;34;29;16;58;38;35;0;50;;68
pe 29 marras 2019 15:00;39;49;60;60;79;12;49;31;44;93;64;62;43;75;59;37;0;85;;105
pe 29 marras 2019 16:00;52;59;82;63;101;27;58;33;56;169;101;80;32;117;76;33;0;101;;151
pe 29 marras 2019 17:00;39;51;39;49;78;18;38;22;38;101;63;60;34;132;68;27;0;63;;98
pe 29 marras 2019 18:00;19;24;28;24;51;8;15;13;22;65;37;28;13;72;45;11;0;30;;69
pe 29 marras 2019 19:00;11;11;9;8;34;7;14;8;11;45;26;16;13;31;23;12;0;16;;39
pe 29 marras 2019 20:00;5;6;8;9;32;3;10;4;10;22;15;14;7;28;24;16;0;18;;35
pe 29 marras 2019 21:00;7;15;2;10;17;4;6;5;13;23;12;10;7;23;18;4;0;14;;25
pe 29 marras 2019 22:00;1;12;10;5;17;2;12;3;9;13;11;9;6;13;13;4;0;13;;23
pe 29 marras 2019 23:00;4;8;3;5;12;1;4;1;2;7;2;2;1;17;8;1;0;2;;10
la 30 marras 2019 00:00;2;2;4;5;7;1;3;1;6;9;0;1;1;7;6;8;0;4;;7
la 30 marras 2019 01:00;1;4;2;1;6;0;3;0;3;7;0;0;0;7;8;7;0;5;;5
la 30 marras 2019 02:00;0;1;1;0;1;2;3;2;0;1;1;1;0;4;2;3;0;0;;0
la 30 marras 2019 03:00;1;1;0;2;2;1;4;0;0;4;1;0;0;6;2;1;0;1;;5
la 30 marras 2019 04:00;0;2;7;1;2;0;1;7;0;1;1;0;1;0;3;2;0;2;;0
la 30 marras 2019 05:00;1;0;4;4;2;0;2;1;0;5;0;0;2;3;4;1;0;3;;2
la 30 marras 2019 06:00;2;1;3;0;4;3;4;2;5;1;4;2;4;3;2;2;0;5;;4
la 30 marras 2019 07:00;3;3;7;0;2;8;7;0;2;6;6;4;1;2;5;2;0;4;;9
la 30 marras 2019 08:00;0;3;3;5;14;1;7;4;3;8;16;11;6;7;6;4;0;6;;12
la 30 marras 2019 09:00;9;6;5;10;18;1;16;8;4;20;15;7;6;11;13;5;0;10;;21
la 30 marras 2019 10:00;8;9;13;9;21;1;8;7;10;28;9;12;8;31;11;13;0;16;;33
la 30 marras 2019 11:00;12;13;5;10;21;3;13;11;6;39;20;8;3;19;20;19;0;6;;25
la 30 marras 2019 12:00;16;21;12;14;32;2;15;15;7;40;21;17;11;25;26;18;0;11;;29
la 30 marras 2019 13:00;22;16;7;10;55;7;13;13;8;53;26;11;6;37;36;23;0;9;;37
la 30 marras 2019 14:00;18;18;17;13;48;4;21;10;12;47;37;14;19;29;22;22;0;29;;41
la 30 marras 2019 15:00;12;17;9;26;52;5;22;13;18;46;26;23;12;39;23;16;0;17;;35
la 30 marras 2019 16:00;6;11;7;10;29;1;11;6;21;36;17;14;11;21;27;12;0;19;;33
la 30 marras 2019 17:00;2;12;5;16;27;1;10;4;5;37;17;4;8;27;18;7;0;8;;33
la 30 marras 2019 18:00;6;13;11;4;23;1;11;2;7;31;9;13;7;22;16;18;0;10;;22
la 30 marras 2019 19:00;7;11;6;7;24;4;10;2;4;20;3;4;2;13;15;5;0;6;;27
la 30 marras 2019 20:00;2;7;5;5;13;0;4;1;4;13;11;4;7;13;8;5;0;9;;18
la 30 marras 2019 21:00;5;11;5;5;10;1;6;0;7;9;8;8;3;18;7;3;0;9;;16
la 30 marras 2019 22:00;0;4;1;3;6;0;6;3;3;19;6;6;3;9;10;6;0;7;;9
la 30 marras 2019 23:00;3;1;1;2;10;2;2;2;2;5;3;2;1;13;4;6;0;3;;6
su 1 joulu 2019 00:00;0;3;2;4;3;0;5;0;3;10;1;1;0;7;6;2;0;5;;3
su 1 joulu 2019 01:00;2;3;0;3;4;2;5;1;1;3;1;0;0;1;6;2;0;0;;1
su 1 joulu 2019 02:00;2;0;0;0;5;1;2;0;0;0;1;2;0;5;1;4;0;0;;4
su 1 joulu 2019 03:00;0;1;0;0;3;0;0;0;0;3;1;1;0;5;2;3;0;0;;3
su 1 joulu 2019 04:00;1;4;0;1;1;0;0;0;0;1;0;0;0;0;3;4;0;1;;2
su 1 joulu 2019 05:00;0;0;8;0;1;0;0;0;1;1;0;0;2;0;1;1;0;3;;2
su 1 joulu 2019 06:00;0;3;2;3;4;2;2;0;4;7;5;7;2;3;2;0;0;5;;5
su 1 joulu 2019 07:00;4;2;4;1;4;0;5;2;1;5;1;3;1;1;0;0;0;10;;2
su 1 joulu 2019 08:00;1;0;4;0;3;0;3;2;5;5;6;6;5;4;3;0;0;8;;3
su 1 joulu 2019 09:00;14;7;6;5;19;3;8;9;3;18;10;4;2;9;4;8;0;8;;13
su 1 joulu 2019 10:00;12;7;8;9;39;4;4;11;5;28;17;6;10;15;11;9;0;14;;25
su 1 joulu 2019 11:00;16;9;14;6;16;1;10;4;5;32;18;14;14;20;10;11;0;15;;22
su 1 joulu 2019 12:00;15;12;12;13;28;7;14;11;6;43;19;16;14;33;19;20;0;16;;31
su 1 joulu 2019 13:00;26;15;18;20;39;4;18;14;9;32;24;12;14;41;28;16;0;15;;37
